id,link,sectors,severity,answers
476,https://www.zacatecas.gob.mx/gobernador-david-monreal-cumple-a-genaro-codina-y-entrega-puente-y-colector-de-agua-danados-durante-contingencia/,"['Transporte', 'Aguas Residuales']","{'Transporte': 0.25, 'Aguas Residuales': 0.8529411764705882}","{8: 1.0, 17: 0.5, 18: 1.0, 19: 1.0}"
477,https://www.tvavila.icrt.cu/continuan-labores-de-recuperacion-en-el-centro-y-oriente-del-pais-tras-intensas-lluvias/,['Transporte'],{},{}
478,http://www.cubadebate.cu/noticias/2023/06/08/lluvias-intensas-provocan-inundaciones-en-localidades-del-centro-y-oriente-de-cuba/,"['Energia', 'Transporte']","{'Energia': 0.5952380952380952, 'Transporte': 0.25}","{0: 0.75, 1: 1.0, 8: 1.0}"
479,https://es.euronews.com/2023/09/07/al-menos-37-muertos-y-miles-de-evacuados-en-brasil-por-el-ciclon-extratropical,[],{},{}
480,https://elcomercio.pe/mundo/latinoamerica/rio-grande-do-sul-santa-catarina-brasil-ciclon-deja-al-menos-22-muertos-clima-inundaciones-lula-da-silva-noticia/,[],{},{}
481,https://www.latribunadetoledo.es/noticia/z97e2a7ae-0aa2-ac8f-fdb3f60f8f61201b/202309/restablecido-el-servicio-del-ave-madrid-andalucia,['Transporte'],{'Transporte': 0.25},{7: 1.0}
482,https://www.hoy.es/extremadura/roca-sierra-recupera-normalidad-pese-miedo-sufrir-20230906073119-nt.html,[],{},{}
483,https://www.hoy.es/extremadura/fuertes-lluvias-impiden-circular-varios-trenes-extremenos-20230903183217-nt.html,['Transporte'],{'Transporte': 0.25},{7: 1.0}
484,https://www.eldiario.es/sociedad/espana-inundable-millon-viviendas-casas-zonas-riesgo-inundacion-riadas_1_10485675.html,[],{},{}
485,https://www.ondacero.es/noticias/sociedad/filomena-lluvias-ultima-hora-dana-cortes-carreteras-lluvias-torrenciales-madrid-toledo_2023090364f47f085df8e30001fbcbd9.html,['Transporte'],{'Transporte': 0.75},"{5: 1.0, 7: 1.0, 8: 1.0}"
486,https://www.extremadura7dias.com/index.php/noticia/puente-gevora-cantillana-derruido-psoe-badajoz-junta-ayuntamiento,[],{},{}
487,https://www.hoy.es/extremadura/penurias-extremena-madrid-mitad-dana-20230904140105-nt.html,[],{},{}
488,https://efe.com/extremadura/2023-09-07/restablecida-la-circulacion-ferroviaria-madrid-caceres-tras-los-danos-de-la-dana/,['Transporte'],{'Transporte': 0.25},{7: 1.0}
489,http://www.canalextremadura.es/noticias/extremadura/la-dana-se-aleja-dejando-incidentes-en-extremadura-y-en-todo-el-pais,['Transporte'],{'Transporte': 0.5},"{7: 1.0, 8: 1.0}"
490,https://www.extremadura7dias.com/noticia/cortan-ex-310-badajoz-valverde-inundacion,['Transporte'],{'Transporte': 0.25},{8: 1.0}
491,https://www.extremadura7dias.com/index.php/noticia/bomberos-de-badajoz-en-alerta-toda-la-tarde-rescates-caidas-de-arboles-e-inundaciones,[],{},{}
492,http://www.canalextremadura.es/noticias/provincia-de-badajoz/cortada-la-ex-310-a-la-salida-de-badajoz-por-inundacion-de-la-calzada,['Transporte'],{'Transporte': 0.25},{8: 1.0}
493,https://www.hoy.es/badajoz/lluvia-extremadura-borrasca-rescate-personas-finca-badajoz-20231030095411-nt.html,[],{},{}
494,https://www.hoy.es/badajoz/lluvia-revela-fallos-drenaje-corredor-verde-badajoz-20231024072801-nt.html,[],{},{}
495,http://www.canalextremadura.es/noticias/extremadura/la-borrasca-bernard-llena-de-agua-el-sur-de-la-provincia-de-badajoz,['Transporte'],{'Transporte': 0.25},{8: 1.0}
496,https://www.hoy.es/extremadura/primera-gran-borrasca-otono-deja-100-litros-20231019212233-nt.html,[],{},{}
497,https://as.com/actualidad/sociedad/aemet-activa-la-alerta-amarilla-por-lluvias-y-viento-en-madrid-n/,[],{},{}
498,https://motor.elpais.com/conducir/repelente-de-lluvia-para-el-coche-en-amazon/,[],{},{}
499,https://www.hoy.es/extremadura/extremadura-lidera-ranking-localidades-lluviosas-espana-jueves-20231019093349-nt.html,[],{},{}
500,https://www.extremadura7dias.com/noticia/federacion-de-asociaciones-de-vecinos-de-badajoz-poblados-ayuntamiento,['Aguas Residuales'],{'Aguas Residuales': 1.0},"{17: 1.0, 18: 1.0, 19: 1.0}"
501,https://aemetblog.es/2023/10/22/informe-operativo-semanal-del-9-al-15-de-octubre-de-2023/,[],{},{}
502,https://cultoro.es/actualidad/lili-jose-trujillo-morante-198242,[],{},{}
503,https://www.eurekalert.org/news-releases/995166?language=spanish,[],{},{}
504,https://www.elperiodico.com/es/tiempo/20231105/tiempo-barcelona-cataluna-espana-borrasca-domingos-lluvia-viento-ultima-hora-directo-94107236,['Transporte'],{'Transporte': 0.9375},"{5: 0.75, 6: 1.0, 7: 1.0, 8: 1.0}"
505,https://es.e-noticies.cat/el-tiempo/los-danos-causados-borrasca-ciaran-impactantes-imagenes,"['Transporte', 'Sanidad']","{'Transporte': 0.25, 'Sanidad': 0.08333333333333333}","{8: 1.0, 11: 0.25}"
506,https://www.elperiodico.com/es/tiempo/20231105/tiempo-catalunya-hoy-domingo-5-noviembre-2023-borrasca-domingos-dv-94228676,[],{},{}
507,https://prensadigitalsj.com.ar/el-temporal-aflora-la-fragilidad-de-las-playas-en-cataluna,[],{},{}
508,https://www.elperiodico.com/es/barcelona/20231105/tiempo-barcelona-hoy-domingo-5-noviembre-2023-borrasca-domingos-94228753,[],{},{}
509,https://cronicavasca.elespanol.com/sociedad/20230117/el-gobierno-activa-de-alerta-inundaciones-bizkaia/734426562_0.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
510,https://www.diariovasco.com/sociedad/maxima-alerta-bizkaia-20230116204959-nt.html,[],{},{}
511,https://www.bizkaia.eus/es/web/comunicacion/noticias/-/news/detailView/25142,['Transporte'],{'Transporte': 0.25},{8: 1.0}
513,https://www.eitb.eus/es/television/,[],{},{}
514,https://www.eitb.eus/es/noticias/sociedad/detalle/9240731/tiempo-en-euskadi-intensas-precipitaciones-dejan-28-8-litrosm2-en-hora-en-laguardia-20-de-junio-de-2023/,['Sanidad'],{'Sanidad': 0.3333333333333333},{11: 1.0}
515,https://www.eitb.eus/es/noticias/sociedad/detalle/9308787/llega-calma-a-bizkaia-tras-tormenta-de-lluvia-y-granizo-del-sabado-a-tarde/,"['Energia', 'Transporte', 'Aguas Residuales']","{'Energia': 0.47619047619047616, 'Transporte': 0.4375, 'Aguas Residuales': 0.9705882352941176}","{0: 0.5, 1: 1.0, 7: 0.75, 8: 1.0, 17: 1.0, 18: 0.75, 19: 1.0}"
516,https://www.deia.eus/bizkaia/2023/09/16/balsas-agua-arboles-caidos-inundaciones-7268029.html,"['Transporte', 'Sanidad']",{'Transporte': 0.4375},"{7: 0.75, 8: 1.0}"
517,https://www.antena3.com/noticias/el-tiempo/actualidad/fuertes-lluvias-descargan-vizcaya-inundan-campo-futbol-legarda_2023091665060d8b98383a000120dde5.html,['Energia'],{'Energia': 0.0},{0: 0.0}
519,https://cadenaser.com/euskadi/2023/09/17/las-consecuencias-de-la-tormenta-en-bizkaia-arboles-caidos-cortes-de-trafico-y-calles-inundadas-radio-bilbao/,['Transporte'],{'Transporte': 0.4375},"{7: 0.75, 8: 1.0}"
520,https://www.eltiempo.es/noticias/temporal-en-vizcaya-asi-fue-la-tormenta-que-lo-inundo-todo,['Energia'],{'Energia': 0.11904761904761904},{0: 0.25}
521,https://www.elcorreo.com/bizkaia/videos-espectaculares-tromba-agua-bizkaia-20230916224623-nt.html,[],{},{}
522,https://cadenaser.com/euskadi/2023/09/12/dima-mallabia-e-igorre-los-municipios-mas-afectados-por-las-fuertes-lluvias-nunca-habia-oido-ni-sentido-nada-igual-radio-bilbao/,[],{},{}
523,https://www.elcorreo.com/bizkaia/nervion/agua-llegaba-cintura-momento-pense-llevaba-corriente-vecinos-kalero-tormenta-20230917173346-nt.html,[],{},{}
524,https://www.elcorreo.com/bizkaia/efectos-tormenta-bizkaia-balsas-agua-arboles-caidos-20230916212436-nt.html,[],{},{}
525,https://www.elcorreo.com/bizkaia/zona-basauri-quedado-inundada-20230916230607-vi.html,[],{},{}
526,https://www.eitb.eus/es/noticias/sociedad/detalle/9304396/el-temporal-de-lluvias-amainara-12-septiembre-de-2023-tras-tormentas-virulentas-de-ayer/,[],{},{}
527,https://nortexpres.com/record-de-lluvia-en-el-gorbea/,[],{},{}
528,https://www.eldiario.es/euskadi/inundaciones-talleres-viviendas-desbordamientos-rio-balsas-agua-tormenta-lunes-euskadi_1_10506313.html,['Aguas Residuales'],{'Aguas Residuales': 0.8823529411764706},"{17: 1.0, 19: 1.0}"
529,https://www.europapress.es/euskadi/noticia-fuertes-lluvias-granizo-causan-persona-herida-balsas-agua-algunas-inundaciones-bizkaia-gipuzkoa-20230912102808.html,"['Transporte', 'Aguas Residuales']","{'Transporte': 0.25, 'Aguas Residuales': 0.8970588235294118}","{8: 1.0, 17: 0.75, 18: 0.75, 19: 1.0}"
530,https://www.elperiodico.com/es/tiempo/20230912/granizo-lluvias-tormenta-bizcaia-gipuzkoa-vizcaya-guipuzcoa-dv-91989300,"['Transporte', 'Aguas Residuales']","{'Transporte': 0.25, 'Aguas Residuales': 0.9411764705882353}","{8: 1.0, 17: 1.0, 18: 0.5, 19: 1.0}"
531,https://www.elcorreo.com/bizkaia/espectacular-granizada-causa-danos-vehiculos-igorre-20230911180504-nt.html,[],{},{}
532,https://www.elcorreo.com/bizkaia/brote-hongos-calor-lluvias-anima-inicio-temporada-20230924010006-nt.html,[],{},{}
533,https://www.elcorreo.com/bizkaia/inversiones-millonarias-contener-desbordamiento-red-saneamiento-bizkaia-20230924011835-nt.html,['Aguas Residuales'],{'Aguas Residuales': 0.7058823529411765},"{18: 1.0, 19: 1.0}"
534,https://www.infobae.com/tag/tempestad/,[],{},{}
535,https://www.lavanguardia.com/internacional/20231108/9363169/crucero-heridos-danos-sorprendido-temporal.html,"['Transporte', 'Sanidad']",{'Transporte': 0.25},{6: 1.0}
536,https://www.elcorreo.com/bizkaia/crucero-vapuleado-borrasca-busca-refugio-getxo-averias-20231103005158-nt.html,[],{},{}
537,https://www.diariodeburgos.es/noticia/z1d060ff1-00c4-1622-6867881806c3c0af/202306/los-bomberos-cuadruplican-en-20-dias-las-salidas-por-la-lluvia,['Transporte'],{'Transporte': 0.25},{8: 1.0}
538,https://www.burgosconecta.es/provincia/viento-causa-estragos-burgos-20231104141102-nt.html,[],{},{}
539,https://www.elcorreodeburgos.com/burgos/231115/188532/nueva-bandera-espana-ondea-mastil-avenida-paz.html,[],{},{}
540,https://www.larazon.es/el-tiempo/borrascas-llega-gran-cambio-tiempo-espana-esto-que-pasara-partir-este-lunes_202311066548b2c6b2761500019bdcae.html,[],{},{}
541,https://www.burgosconecta.es/provincia/primeras-heladas-frio-vuelven-burgos-martes-20231106192333-nt.html,[],{},{}
542,https://www.elcorreodeburgos.com/burgos/231106/188361/desactivada-situacion-emergencia-inuncyl-burgos.html,[],{},{}
543,https://www.diariodeburgos.es/noticia/z9d5efd29-c417-30c8-0ca9e3bc69a87680/202311/los-temporales-de-viento-dan-paso-a-las-primeras-nevadas,[],{},{}
544,https://www.burgosconecta.es/burgos/ramas-caidas-fuerte-viento-burgos-20240825111617-vi.html,[],{},{}
545,https://www.burgosconecta.es/burgos/rachas-viento-causan-cientos-incidencias-burgos-20231105113015-nt.html,[],{},{}
546,https://www.burgosconecta.es/economia/trabajo/criticas-sindicatos-ante-erte-bridgestone-20231114200552-nt.html,[],{},{}
547,http://www.canalextremadura.es/noticias/provincia-de-caceres/navaconcejo-mantiene-activo-el-plan-de-riesgo-por-inundaciones-por-la,[],{},{}
548,https://www.eleconomista.es/actualidad/noticias/d8275/10/23/Alerta-roja-por-lluvias-en-directo-ultimas-noticias-de-Madrid-Extremadura-cortes-de-trafico-Metro-estado-de-las-carreteras-incidencias-e-inundaciones-en-Espana.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
549,https://www.20minutos.es/noticia/5182944/0/temporal-por-borrasca-aline-directo-carreteras-cortadas-trenes-suspendidos-lineas-metro-afectadas/,[],{},{}
550,https://www.elperiodico.com/es/medio-ambiente/20240825/barcelona-espana-zonas-bajo-agua-2050-nasa-video-dv-102470923,[],{},{}
551,https://www.hoy.es/extremadura/extremadura-recupera-normalidad-tras-danos-causados-borrasca-20231020210001-nt.html,[],{},{}
552,https://www.elindependiente.com/futuro/meteorologia/2023/10/22/borrasca-bernard-octubre-2023/,[],{},{}
553,http://www.canalextremadura.es/noticias/extremadura/numerosas-incidencias-en-toda-la-region-por-la-fuerte-lluvia-y-el-viento-de,['Transporte'],{'Transporte': 0.25},{8: 1.0}
554,https://www.hoy.es/caceres/intensas-lluvias-caceres-provocan-caida-techo-colegio-20231201124120-nt.html,[],{},{}
555,https://www.lasexta.com/noticias/el-tiempo/borrasca-trae-intensas-lluvias-temperaturas-suaves-21-espana-puente-diciembre_20231205656f096962c50d0001b936a2.html,[],{},{}
556,https://www.diariodecadiz.es/cadiz/imagenes-lluvias-Cadiz_3_1826547332.html,[],{},{}
557,https://www.europapress.es/esandalucia/cadiz/noticia-finaliza-situacion-preemergencia-plan-emergencia-riesgo-inundaciones-provincia-cadiz-20230903184404.html,['Transporte'],{'Transporte': 0.1875},{8: 0.75}
558,https://www.lavozdigital.es/provincia/video-inundaciones-san-jose-valle-fuertes-lluvias-20230903141352-viv.html,[],{},{}
559,https://www.eldiario.es/andalucia/cadiz/activado-aviso-rojo-lluvias-campina-gaditana-120-litros-12-horas_1_10484247.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
560,https://www.lavozdelsur.es/ediciones/provincia-cadiz/fin-aviso-rojo-en-cadiz-con-coches-atascados-agua-hasta-rodillas_301353_102.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
561,https://elpais.com/espana/2023-09-03/la-dana-mantiene-a-11-comunidades-bajo-aviso-por-fuertes-lluvias-y-tormentas.html,['Transporte'],{'Transporte': 0.875},"{5: 0.75, 6: 1.0, 7: 0.75, 8: 1.0}"
562,https://www.canalsur.es/noticias/andalucia/llega-la-dana-a-andalucia-mucha-lluvia-y-bajada-de-temperaturas/1960477.html,['Transporte'],{'Transporte': 0.5},"{7: 1.0, 8: 1.0}"
563,https://www.diariodejerez.es/jerez/rio-Guadalete-traga-Puente-Chico-Barca-Jerez-video_0_1889811127.html,[],{},{}
564,https://www.lavozdigital.es/provincia/video-inundaciones-chipiona-debido-fuertes-lluvias-20230903124105-viv.html,[],{},{}
565,https://www.estadiodeportivo.com/estar-al-dia/sociedad/dana-lluvias-torrenciales-espana-directo-madrid-otras-zona-alerta-roja-20230903-427211.html,['Transporte'],{'Transporte': 0.5625},"{6: 0.25, 7: 1.0, 8: 1.0}"
566,https://www.europapress.es/esandalucia/cadiz/noticia-junta-eleva-cadiz-plan-emergencia-fase-preemergencia-riesgo-inundaciones-paso-dana-20230903145854.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
567,https://www.diariodecadiz.es/vivir_en_cadiz/Alerta-roja-Cadiz-inundaciones-Jose-Valle-video_0_1826517789.html,"['Transporte', 'Aguas Residuales']","{'Transporte': 0.25, 'Aguas Residuales': 1.0}","{8: 1.0, 17: 1.0, 18: 1.0, 19: 1.0}"
568,https://www.canalsur.es/noticias/andalucia/sevilla/la-dana-deja-importantes-lluvias-en-andalucia/1960620.html,"['Energia', 'Transporte']","{'Energia': 0.35714285714285715, 'Transporte': 0.5}","{0: 0.75, 7: 1.0, 8: 1.0}"
569,https://www.portaldecadiz.com/provinciacadiz/87030-cadiz-en-el-epicentro-de-las-lluvias-en-andalucia-cinco-municipios-entre-los-mas-afectados,[],{},{}
570,https://www.eltiempo.es/noticias/grecia-temporal-borrasca-septiembre-imagenes,['Transporte'],{'Transporte': 0.5},"{5: 1.0, 8: 1.0}"
571,https://www.rtve.es/noticias/20230903/efectos-dana-ultima-hora-directo-madrid-toledo/2455109.shtml,"['Transporte', 'Sanidad']","{'Transporte': 0.5625, 'Sanidad': 0.6666666666666666}","{5: 0.25, 6: 0.0, 7: 1.0, 8: 1.0, 10: 1.0, 11: 1.0}"
572,https://www.articulo66.com/2023/09/04/tres-muertos-tres-desaparecidos-lluvias-torrenciales-espana/,['Transporte'],{'Transporte': 0.5},"{7: 1.0, 8: 1.0}"
573,https://narfgranada.wordpress.com/,[],{},{}
574,https://www.laprensa.hn/mundo/espana-fuertes-lluvias-muertos-estragos-desaparecidos-inundaciones-OM15192194,['Transporte'],{},{}
575,https://www.ecuavisa.com/mundo/espana-fuertes-lluvias-muertos-desaparecidos-FX5909430,['Transporte'],{'Transporte': 0.5},"{7: 1.0, 8: 1.0}"
576,https://www.elespanol.com/sociedad/20230904/pueblo-espana-llovio-dana-litros-agua-solo-horas/791921158_0.html,['Transporte'],{'Transporte': 0.5},"{7: 1.0, 8: 1.0}"
577,https://elpais.com/espana/2023-09-03/inundaciones-personas-atrapadas-y-carreteras-cortadas-por-el-temporal.html,"['Transporte', 'Sanidad']","{'Transporte': 0.75, 'Sanidad': 0.4166666666666667}","{6: 1.0, 7: 1.0, 8: 1.0, 10: 0.25, 11: 1.0}"
578,https://www.diariodecadiz.es/vivir_en_cadiz/Dana-Cadiz-Aemet-alerta-amarilla-naranja-provincia_0_1826517580.html,[],{},{}
579,https://www.europapress.es/sociedad/noticia-dana-dejara-domingo-fuertes-lluvias-tormentas-centro-suroeste-peninsula-20230902153114.html,[],{},{}
580,https://vivacadiz.es/cadiz/1345472/la-dana-pasa-casi-de-largo-por-cadiz-capital-con-ligeras-lluvias/,['Transporte'],{'Transporte': 0.1875},{8: 0.75}
581,https://www.diariodehuelva.es/articulo/area-metropolitana/aviso-naranja-llegada-domingo-huelva-borrasca-gran-impacto-bernard/20231021133748310014.html,[],{},{}
582,https://www.diariodecadiz.es/noticias-provincia-cadiz/lluvia-alcanza-Grazalema-borrasca-Aline_0_1840616350.html,[],{},{}
583,https://efeverde.com/borrasca-bernard-andalucia-muerto/,[],{},{}
584,https://es.e-noticies.cat/sociedad/nueva-borrasca-domingo-avisos-aemet-22-octubre,[],{},{}
585,https://www.eltiempo.es/noticias/temporal-en-huelva-y-cadiz-un-fallecido-y-numerosos-danos-materiales,[],{},{}
586,https://www.diariodejerez.es/jerez/fuertes-obligan-bomberos-distintos-Jerez-video_0_1841216633.html,[],{},{}
587,https://www.portaldecadiz.com/cadiz-capital/90319-el-temporal-destroza-parte-de-la-terminal-maritima-servicio-de-catamaranes-suspendido-temporalmente,['Transporte'],{'Transporte': 0.25},{6: 1.0}
588,https://www.ondacero.es/emisoras/cantabria/noticias/inundaciones-balsas-agua-argayos-principales-incidencias-lluvia-caida-cantabria_20230912650023457caa7b0001bd830c.html,[],{},{}
589,https://efe.com/cantabria/2023-09-12/santander-recupera-la-normalidad-tras-las-trombas-de-agua/,[],{},{}
590,https://www.antena3.com/noticias/el-tiempo/actualidad/santander-inunda-brutal-tormenta_2023091265000a2fd60bc60001c7329f.html,"['Transporte', 'Sanidad']",{'Transporte': 0.25},{8: 1.0}
591,https://www.eldiariomontanes.es/santander/tormenta-provoca-pequenas-inundaciones-centro-santander-20230911220321-nt.html,[],{},{}
592,https://as.com/tag/santander/a/1,[],{},{}
593,https://eldiariocantabria.publico.es/articulo/oriental/obras-acabar-inundaciones-comenzaran-proximo-verano-terminaran-2025/20230920141512143246.html,[],{},{}
594,https://cadenaser.com/cantabria/2023/09/20/las-obras-del-rio-ason-en-ampuero-comenzaran-el-proximo-verano-ser-ason/,[],{},{}
595,https://www.20minutos.es/noticia/5171549/0/tiempo-lluvias-santander-inundada-por-lluvia-trombas-agua/,['Transporte'],{'Transporte': 0.1875},{8: 0.75}
596,https://www.cope.es/emisoras/cantabria/cantabria-provincia/santander/noticias/lluvia-inunda-varias-zonas-santander-20230912_2893360,['Transporte'],{'Transporte': 0.25},{8: 1.0}
597,https://eldiariocantabria.publico.es/articulo/santander/tormentas-dejan-inundaciones-brutales-santander/20230912103122142802.html,[],{},{}
598,https://www.ondacero.es/emisoras/cantabria/noticias/llega-cantabria-nueva-borrasca-estas-son-alertas-activas-jueves-viernes_20230921650c1d6b98383a00012b7839.html,[],{},{}
599,https://www.eldiariomontanes.es/cantabria/herido-tras-volcar-coche-altura-laredo-20230912195936-nt.html,[],{},{}
600,https://www.aemet.es/en/conocermas/borrascas/2022-2023/estudios_e_impactos/fien,['Transporte'],{'Transporte': 0.5},"{6: 1.0, 8: 1.0}"
601,https://www.eltiempo.es/noticias/afectara-la-borrasca-ciaran-a-espana-fuerte-viento-oleaje-lluvias-y-nieve,[],{},{}
602,https://www.marca.com/tiramillas/actualidad/2023/10/30/653f973e22601d573a8b4588.html,[],{},{}
603,https://metropoliabierta.elespanol.com/vivir-en-barcelona/20231028/un-avion-del-prat-con-destino-santander-regresa-barcelona-por-las-fuertes-rachas-de-viento/805419650_0.html,['Transporte'],{'Transporte': 0.125},{5: 0.5}
604,https://www.ondacero.es/emisoras/cantabria/noticias/aemet-activa-avisos-naranjas-viento-fenomenos-costeros-cantabria_20231027653b943132dc750001489c70.html,[],{},{}
605,https://www.elperiodicomediterraneo.com/castello-provincia/2023/05/27/temporal-historico-estragos-castellon-rescates-87937643.html,"['Transporte', 'Sanidad']","{'Transporte': 0.25, 'Sanidad': 0.6666666666666666}","{8: 1.0, 10: 1.0, 11: 1.0}"
606,https://www.abc.es/sociedad/sequia-inundaciones-aprovechan-lluvias-torrenciales-20230527010200-nt.html,[],{},{}
607,https://www.elplural.com/sociedad/videos-mas-espectaculares-paso-dana-espana_311507102,['Sanidad'],{'Sanidad': 0.6666666666666666},"{10: 1.0, 11: 1.0}"
608,https://www.lasexta.com/noticias/sociedad/fuerte-reventon-termico-deja-graves-inundaciones-burriana-nules_20230913650181fe7caa7b0001c084e2.html,['Transporte'],{'Transporte': 0.1875},{8: 0.75}
609,https://www.levante-emv.com/comunitat-valenciana/2023/09/12/intenso-temporal-provoca-caos-burriana-92010067.html,[],{},{}
610,https://www.elperiodicomediterraneo.com/castello-provincia/2023/09/12/tiempo-castellon-lluvia-granizo-aemet-alerta-naranja-amarilla-92004960.html,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.375, 'Agua y Alimentos': 0.5833333333333334}","{7: 0.5, 8: 1.0, 14: 0.75, 16: 1.0}"
611,https://www.20minutos.es/imagenes/nacional/5169105-imagenes-dana-lluvias-tormentas-espana/,['Transporte'],{'Transporte': 0.4375},"{7: 0.75, 8: 1.0}"
612,https://www.antena3.com/noticias/el-tiempo/actualidad/albacete-castellon-victimas-graves-granizadas-riadas-este-domingo_2023091765073d8a4fd7bf0001a00427.html,[],{},{}
613,https://www.lasprovincias.es/comunitat/el-tiempo/aemet-eleva-alerta-trombas-fuertes-madrugada-comunitat-20230914170457-nt.html,[],{},{}
614,https://www.betera.com/es/2023/09/15/las-fuertes-lluvias-de-la-manana-del-viernes-tambien-se-han-hecho-notar-en-betera/,"['Transporte', 'Sanidad']","{'Transporte': 0.375, 'Sanidad': 0.25}","{7: 0.75, 8: 0.75, 10: 0.75}"
615,https://www.elperiodicomediterraneo.com/castello-provincia/2023/09/19/dana-descarga-fuertes-tormentas-granizo-92303163.html,[],{},{}
616,https://www.publico.es/sociedad/tormentas-provocan-caida-arboles-y-cortes-transporte-valencia-y-castello.html,['Transporte'],{'Transporte': 0.1875},{7: 0.75}
617,https://efe.com/comunidad-valenciana/2023-09-13/burriana-intenta-recuperar-la-normalidad-tras-la-fuerte-tormenta-que-arraso-la-localidad/,['Agua y Alimentos'],{'Agua y Alimentos': 0.6666666666666666},"{14: 1.0, 16: 1.0}"
618,https://www.elperiodicomediterraneo.com/castello-provincia/2023/09/16/llega-lluvia-castellon-esperan-tormentas-aemet-prevision-tiempo-domingo-92170069.html,[],{},{}
619,https://www.antena3.com/programas/espejo-publico/noticias/roberto-brasero-nos-explica-que-fenomeno-reventon-soplaron-vientos-huracanados_202309136501a1457caa7b0001c0d0ec.html,[],{},{}
620,https://castellonaldia.elmundo.es/sucesos/una-borrasca-provoca-caos-burriana-arrasa-arbol-el-pla-en-nules-un-hombre-queda-atrapado-en-su-coche-por-la-caida-de-un-arbol-PO16902386,[],{},{}
621,https://www.telecinco.es/noticias/el-tiempo/20230913/imagenes-reventon-humedo-burriana-castellon-caida-arboles-incendios-rayos_18_010441705.html,[],{},{}
622,https://www.levante-emv.com/comunitat-valenciana/2023/09/17/tiempo-valencia-hoy-tormentas-dana-92182060.html,[],{},{}
623,https://cadenaser.com/nacional/2023/09/13/una-borrasca-atlantica-llega-para-aguar-el-fin-de-semana-estas-son-las-zonas-donde-mas-llovera-cadena-ser/,['Transporte'],{'Transporte': 0.25},{8: 1.0}
624,https://www.elperiodicomediterraneo.com/castello-provincia/2023/09/15/directo-castellon-alerta-lluvias-aemet-92119165.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
625,https://www.levante-emv.com/comunitat-valenciana/2023/09/12/lluvia-granizo-vientos-130-kilometros-92009310.html,[],{},{}
626,https://castellonplaza.com/un-reventon-humedo-se-ceba-con-burriana-y-deja-arboles-arrasados-incendios-y-rescates,['Transporte'],{'Transporte': 0.3125},"{7: 0.25, 8: 1.0}"
627,https://www.elperiodic.com/burriana/video-tormenta-monumental-colapsa-provincia-castellon_921965,['Transporte'],{'Transporte': 0.25},{8: 1.0}
628,https://www.larazon.es/comunidad-valenciana/fuertes-lluvias-granizo-comunidad-valenciana-regresa-temporal_20230917650725de1fb4a60001398322.html,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.125, 'Agua y Alimentos': 0.6666666666666666}","{7: 0.5, 14: 1.0, 16: 1.0}"
629,https://cadenaser.com/comunitat-valenciana/2023/09/13/un-reventon-humedo-en-nules-y-burriana-deja-mas-de-100-incidencias-y-problemas-de-circulacion-radio-castellon/,['Transporte'],{'Transporte': 0.4375},"{7: 0.75, 8: 1.0}"
630,https://www.lasprovincias.es/castellon/lluvias-litros-metro-cuadrado-rachas-viento-130-20230912190706-nt.html,[],{},{}
631,https://www.elperiodicomediterraneo.com/castello-provincia/2023/09/12/intenso-temporal-provoca-caos-burriana-92008426.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
632,https://www.levante-emv.com/tags/temporales/pagina-6/,[],{},{}
633,https://www.castelloninformacion.com/la-lluvia-el-granizo-y-el-viento-regresan-al-litoral-sur-de-castellon/,[],{},{}
634,https://cadenaser.com/comunitat-valenciana/2023/09/20/un-nuevo-reventon-humedo-deja-rachas-de-viento-de-100-kmh-en-nules-y-rios-de-agua-en-municipios-del-alto-palancia-radio-castellon/,['Transporte'],{'Transporte': 0.125},{7: 0.5}
635,https://www.elconfidencial.com/espana/comunidad-valenciana/2023-09-13/burriana-intenta-recuperar-normalidad-fuerte-tormenta-arraso-localidad_3734361/,[],{},{}
636,https://www.elconfidencial.com/espana/comunidad-valenciana/2023-09-13/reventon-humedo-burriana-castellon-imagenes_3734449/,[],{},{}
637,https://castellonaldia.elmundo.es/sucesos/interceptan-una-narcolancha-con-una-tonelada-de-hachis-y-el-temporal-obliga-a-los-agentes-a-resguardarse-junto-a-4-detenidos-en-las-islas-columbretes-BG17445477,[],{},{}
638,https://www.agroclm.com/2023/11/06/caqui-citricos-olivar-y-aguacate-los-grandes-afectados-por-el-temporal-en-todas-las-comarcas-de-valencia-y-castellon/,['Agua y Alimentos'],{'Agua y Alimentos': 0.6666666666666666},"{14: 1.0, 16: 1.0}"
639,https://www.lasprovincias.es/comunitat/tiempo-valencia-alicante-castellon-viento-20231111141922-nt.html,[],{},{}
